"PKEY","BOID","METABO","LASTUPDATE","PROCESSID","ROWCOMMENT","CREATED","CREATEDUSER","REPLACED","REPLACEDUSER","GUELTAB","GUELTBIS","ITSTARIFGRPPARENT","ITSTARIFGRPCHILD","EINAUSSCHLUSS","TIMESEG","ARCHIVETAG","MDBID"
957,"957",-1084,2014-01-21 11:40:17.935146000,"B.144","",2014-01-21 11:40:17.935146000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1385","1380","-62356",2014-01-21,"",""
958,"958",-1084,2014-01-21 11:40:17.935146000,"B.144","",2014-01-21 11:40:17.935146000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1385","1381","-62356",2014-01-21,"",""
959,"959",-1084,2014-01-21 11:40:17.935146000,"B.144","",2014-01-21 11:40:17.935146000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1385","1382","-62356",2014-01-21,"",""
960,"960",-1084,2014-01-21 11:40:17.935146000,"B.144","",2014-01-21 11:40:17.935146000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1385","1383","-62356",2014-01-21,"",""
961,"961",-1084,2014-01-21 11:40:17.935146000,"B.144","",2014-01-21 11:40:17.935146000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1385","1384","-62356",2014-01-21,"",""
975,"975",-1084,2014-01-21 11:40:18.125070000,"B.144","",2014-01-21 11:40:18.125070000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1248","1246","-62356",2014-01-21,"",""
976,"976",-1084,2014-01-21 11:40:18.125070000,"B.144","",2014-01-21 11:40:18.125070000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1248","1247","-62356",2014-01-21,"",""
987,"987",-1084,2014-01-21 11:40:18.354149000,"B.144","",2014-01-21 11:40:18.354149000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1323","1320","-62356",2014-01-21,"",""
988,"988",-1084,2014-01-21 11:40:18.354149000,"B.144","",2014-01-21 11:40:18.354149000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1323","1321","-62356",2014-01-21,"",""
989,"989",-1084,2014-01-21 11:40:18.354149000,"B.144","",2014-01-21 11:40:18.354149000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1323","1322","-62356",2014-01-21,"",""
990,"990",-1084,2014-01-21 11:40:18.504749000,"B.144","",2014-01-21 11:40:18.504749000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1647","1621","-62356",2014-01-21,"",""
991,"991",-1084,2014-01-21 11:40:18.504749000,"B.144","",2014-01-21 11:40:18.504749000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1647","1627","-62356",2014-01-21,"",""
992,"992",-1084,2014-01-21 11:40:18.504749000,"B.144","",2014-01-21 11:40:18.504749000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1647","1632","-62356",2014-01-21,"",""
993,"993",-1084,2014-01-21 11:40:18.504749000,"B.144","",2014-01-21 11:40:18.504749000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1647","1639","-62356",2014-01-21,"",""
876,"876",-1084,2014-01-21 11:40:17.489846000,"B.144","",2014-01-21 11:40:17.489846000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1286","1284","-62356",2014-01-21,"",""
879,"879",-1084,2014-01-21 11:40:17.489846000,"B.144","",2014-01-21 11:40:17.489846000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1286","1285","-62356",2014-01-21,"",""
920,"920",-1084,2014-01-21 11:40:17.712923000,"B.144","",2014-01-21 11:40:17.712923000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1779","1740","-62356",2014-01-21,"",""
924,"924",-1084,2014-01-21 11:40:17.712923000,"B.144","",2014-01-21 11:40:17.712923000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1779","1749","-62356",2014-01-21,"",""
926,"926",-1084,2014-01-21 11:40:17.712923000,"B.144","",2014-01-21 11:40:17.712923000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1779","1756","-62356",2014-01-21,"",""
927,"927",-1084,2014-01-21 11:40:17.712923000,"B.144","",2014-01-21 11:40:17.712923000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1779","1764","-62356",2014-01-21,"",""
928,"928",-1084,2014-01-21 11:40:17.712923000,"B.144","",2014-01-21 11:40:17.712923000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1779","1769","-62356",2014-01-21,"",""
943,"943",-1084,2014-01-21 11:40:17.857853000,"B.144","",2014-01-21 11:40:17.857853000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1607","1779","-62356",2014-01-21,"",""
945,"945",-1084,2014-01-21 11:40:17.857853000,"B.144","",2014-01-21 11:40:17.857853000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1607","1796","-62356",2014-01-21,"",""
947,"947",-1084,2014-01-21 11:40:17.857853000,"B.144","",2014-01-21 11:40:17.857853000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1607","1799","-62356",2014-01-21,"",""
948,"948",-1084,2014-01-21 11:40:17.857853000,"B.144","",2014-01-21 11:40:17.857853000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1607","1591","-62356",2014-01-21,"",""
949,"949",-1084,2014-01-21 11:40:17.857853000,"B.144","",2014-01-21 11:40:17.857853000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1607","1598","-62356",2014-01-21,"",""
950,"950",-1084,2014-01-21 11:40:17.857853000,"B.144","",2014-01-21 11:40:17.857853000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1607","1603","-62356",2014-01-21,"",""
951,"951",-1084,2014-01-21 11:40:17.857853000,"B.144","",2014-01-21 11:40:17.857853000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1607","1609","-62356",2014-01-21,"",""
952,"952",-1084,2014-01-21 11:40:17.857853000,"B.144","",2014-01-21 11:40:17.857853000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1607","1602","-62356",2014-01-21,"",""
962,"962",-1084,2014-01-21 11:40:17.950339000,"B.144","",2014-01-21 11:40:17.950339000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1814","1812","-62356",2014-01-21,"",""
963,"963",-1084,2014-01-21 11:40:17.950339000,"B.144","",2014-01-21 11:40:17.950339000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1814","1813","-62356",2014-01-21,"",""
994,"994",-1084,2014-01-21 11:40:18.504749000,"B.144","",2014-01-21 11:40:18.504749000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1647","1648","-62356",2014-01-21,"",""
995,"995",-1084,2014-01-21 11:40:18.504749000,"B.144","",2014-01-21 11:40:18.504749000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1647","1658","-62356",2014-01-21,"",""
996,"996",-1084,2014-01-21 11:40:18.504749000,"B.144","",2014-01-21 11:40:18.504749000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1647","1662","-62356",2014-01-21,"",""
997,"997",-1084,2014-01-21 11:40:18.504749000,"B.144","",2014-01-21 11:40:18.504749000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1647","1634","-62356",2014-01-21,"",""
998,"998",-1084,2014-01-21 11:40:18.504749000,"B.144","",2014-01-21 11:40:18.504749000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1647","1641","-62356",2014-01-21,"",""
1000,"1000",-1084,2014-01-21 11:40:18.613815000,"B.144","",2014-01-21 11:40:18.613815000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1713","1699","-62356",2014-01-21,"",""
1001,"1001",-1084,2014-01-21 11:40:18.613815000,"B.144","",2014-01-21 11:40:18.613815000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1713","1705","-62356",2014-01-21,"",""
999,"999",-1084,2014-01-21 11:40:18.613815000,"B.144","",2014-01-21 11:40:18.613815000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1713","1691","-62356",2014-01-21,"",""
1002,"1002",-1084,2014-01-21 11:40:18.669348000,"B.144","",2014-01-21 11:40:18.669348000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1800","1793","-62356",2014-01-21,"",""
1003,"1003",-1084,2014-01-21 11:40:18.669348000,"B.144","",2014-01-21 11:40:18.669348000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1800","1797","-62356",2014-01-21,"",""
1004,"1004",-1084,2014-01-21 11:40:18.724993000,"B.144","",2014-01-21 11:40:18.724993000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1806","1802","-62356",2014-01-21,"",""
1005,"1005",-1084,2014-01-21 11:40:18.724993000,"B.144","",2014-01-21 11:40:18.724993000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1806","1804","-62356",2014-01-21,"",""
1006,"1006",-1084,2014-01-21 11:40:18.779726000,"B.144","",2014-01-21 11:40:18.779726000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1808","1800","-62356",2014-01-21,"",""
1007,"1007",-1084,2014-01-21 11:40:18.779726000,"B.144","",2014-01-21 11:40:18.779726000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1808","1806","-62356",2014-01-21,"",""
1008,"1008",-1084,2014-01-21 11:40:19.147302000,"B.144","",2014-01-21 11:40:19.147302000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1527","1516","-62356",2014-01-21,"",""
1009,"1009",-1084,2014-01-21 11:40:19.147302000,"B.144","",2014-01-21 11:40:19.147302000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1527","1520","-62356",2014-01-21,"",""
1021,"1021",-1084,2014-03-10 10:59:54.700506000,"B.383","",2014-03-10 10:59:54.700506000,"CHaegele",3000-01-01 00:00:00.000000000,"",2012-01-01,3000-01-01,"2301","2302","-62356",2014-03-10,"",""
1022,"1022",-1084,2014-03-10 10:59:54.700506000,"B.383","",2014-03-10 10:59:54.700506000,"CHaegele",3000-01-01 00:00:00.000000000,"",2012-01-01,3000-01-01,"2301","2303","-62356",2014-03-10,"",""
1023,"1023",-1084,2014-03-10 10:59:54.700506000,"B.383","",2014-03-10 10:59:54.700506000,"CHaegele",3000-01-01 00:00:00.000000000,"",2012-01-01,3000-01-01,"2301","2304","-62356",2014-03-10,"",""
1024,"1024",-1084,2014-03-10 10:59:54.700506000,"B.383","",2014-03-10 10:59:54.700506000,"CHaegele",3000-01-01 00:00:00.000000000,"",2012-01-01,3000-01-01,"2301","2305","-62356",2014-03-10,"",""
1025,"1025",-1084,2014-03-10 10:59:54.700506000,"B.383","",2014-03-10 10:59:54.700506000,"CHaegele",3000-01-01 00:00:00.000000000,"",2012-01-01,3000-01-01,"2301","2306","-62356",2014-03-10,"",""
1026,"1026",-1084,2014-03-10 10:59:54.700506000,"B.383","",2014-03-10 10:59:54.700506000,"CHaegele",3000-01-01 00:00:00.000000000,"",2013-01-01,3000-01-01,"2301","2307","-62356",2014-03-10,"",""
1027,"1027",-1084,2014-03-10 11:38:36.595233000,"B.390","",2014-03-10 11:38:36.595233000,"CHaegele",3000-01-01 00:00:00.000000000,"",2012-01-01,2012-12-31,"2308","2309","-62356",2014-03-10,"",""
1028,"1028",-1084,2014-03-10 11:38:36.595233000,"B.390","",2014-03-10 11:38:36.595233000,"CHaegele",3000-01-01 00:00:00.000000000,"",2013-01-01,3000-01-01,"2308","2309","-62356",2014-03-10,"",""
1029,"1029",-1084,2014-03-10 11:38:36.692650000,"B.390","",2014-03-10 11:38:36.692650000,"CHaegele",3000-01-01 00:00:00.000000000,"",2012-01-01,2012-12-31,"2309","2310","-62356",2014-03-10,"",""
1030,"1030",-1084,2014-03-10 11:38:36.692650000,"B.390","",2014-03-10 11:38:36.692650000,"CHaegele",3000-01-01 00:00:00.000000000,"",2012-01-01,2012-12-31,"2309","2311","-62356",2014-03-10,"",""
1031,"1031",-1084,2014-03-10 11:38:36.692650000,"B.390","",2014-03-10 11:38:36.692650000,"CHaegele",3000-01-01 00:00:00.000000000,"",2012-01-01,2012-12-31,"2309","2312","-62356",2014-03-10,"",""
1032,"1032",-1084,2014-03-10 11:38:36.692650000,"B.390","",2014-03-10 11:38:36.692650000,"CHaegele",3000-01-01 00:00:00.000000000,"",2012-01-01,2012-12-31,"2309","2313","-62356",2014-03-10,"",""
1033,"1033",-1084,2014-03-10 11:43:21.408071000,"B.390","",2014-03-10 11:38:36.692650000,"CHaegele",2014-03-10 11:43:21.408071000,"CHaegele",2013-01-01,3000-01-01,"2309","2314","-62356",2014-03-10,"",""
1034,"1034",-1084,2014-03-10 11:43:21.871898000,"B.390","",2014-03-10 11:38:36.692650000,"CHaegele",2014-03-10 11:43:21.871898000,"CHaegele",2013-01-01,3000-01-01,"2309","2315","-62356",2014-03-10,"",""
1035,"1035",-1084,2014-03-10 11:43:22.335507000,"B.390","",2014-03-10 11:38:36.692650000,"CHaegele",2014-03-10 11:43:22.335507000,"CHaegele",2013-01-01,3000-01-01,"2309","2316","-62356",2014-03-10,"",""
1036,"1036",-1084,2014-03-10 11:43:22.786044000,"B.390","",2014-03-10 11:38:36.692650000,"CHaegele",2014-03-10 11:43:22.786044000,"CHaegele",2013-01-01,3000-01-01,"2309","2317","-62356",2014-03-10,"",""
1037,"1033",-1084,2014-03-10 11:43:21.408071000,"B.392","",2014-03-10 11:43:21.408071000,"CHaegele",3000-01-01 00:00:00.000000000,"",2013-01-01,2013-12-31,"2309","2314","-62356",2014-03-10,"",""
1044,"1034",-1084,2014-03-10 11:43:21.871898000,"B.392","",2014-03-10 11:43:21.871898000,"CHaegele",3000-01-01 00:00:00.000000000,"",2013-01-01,2013-12-31,"2309","2315","-62356",2014-03-10,"",""
1051,"1035",-1084,2014-03-10 11:43:22.335507000,"B.392","",2014-03-10 11:43:22.335507000,"CHaegele",3000-01-01 00:00:00.000000000,"",2013-01-01,2013-12-31,"2309","2316","-62356",2014-03-10,"",""
1063,"1036",-1084,2014-03-10 11:43:22.786044000,"B.392","",2014-03-10 11:43:22.786044000,"CHaegele",3000-01-01 00:00:00.000000000,"",2013-01-01,2013-12-31,"2309","2317","-62356",2014-03-10,"",""
1070,"1037",-1084,2014-03-10 11:45:10.913637000,"B.392","",2014-03-10 11:45:10.913637000,"CHaegele",3000-01-01 00:00:00.000000000,"",2014-01-01,3000-01-01,"2309","2318","-62356",2014-03-10,"",""
1071,"1038",-1084,2014-03-10 11:45:10.913637000,"B.392","",2014-03-10 11:45:10.913637000,"CHaegele",3000-01-01 00:00:00.000000000,"",2014-01-01,3000-01-01,"2309","2319","-62356",2014-03-10,"",""
1072,"1039",-1084,2014-03-10 11:45:10.913637000,"B.392","",2014-03-10 11:45:10.913637000,"CHaegele",3000-01-01 00:00:00.000000000,"",2014-01-01,3000-01-01,"2309","2320","-62356",2014-03-10,"",""
1073,"1040",-1084,2014-03-10 11:45:10.913637000,"B.392","",2014-03-10 11:45:10.913637000,"CHaegele",3000-01-01 00:00:00.000000000,"",2014-01-01,3000-01-01,"2309","2321","-62356",2014-03-10,"",""
1074,"1041",-1084,2014-03-10 11:45:10.913637000,"B.392","",2014-03-10 11:45:10.913637000,"CHaegele",3000-01-01 00:00:00.000000000,"",2014-01-01,3000-01-01,"2309","2322","-62356",2014-03-10,"",""
1075,"1042",-1084,2014-03-10 11:45:10.913637000,"B.392","",2014-03-10 11:45:10.913637000,"CHaegele",3000-01-01 00:00:00.000000000,"",2014-01-01,3000-01-01,"2309","2323","-62356",2014-03-10,"",""
828,"828",-1084,2014-01-21 11:40:17.464131000,"B.144","",2014-01-21 11:40:17.464131000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1371","1358","-62356",2014-01-21,"",""
830,"830",-1084,2014-01-21 11:40:17.464131000,"B.144","",2014-01-21 11:40:17.464131000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1371","1359","-62356",2014-01-21,"",""
832,"832",-1084,2014-01-21 11:40:17.464131000,"B.144","",2014-01-21 11:40:17.464131000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1371","1360","-62356",2014-01-21,"",""
834,"834",-1084,2014-01-21 11:40:17.464131000,"B.144","",2014-01-21 11:40:17.464131000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1371","1361","-62356",2014-01-21,"",""
838,"838",-1084,2014-01-21 11:40:17.464131000,"B.144","",2014-01-21 11:40:17.464131000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1371","1362","-62356",2014-01-21,"",""
842,"842",-1084,2014-01-21 11:40:17.464131000,"B.144","",2014-01-21 11:40:17.464131000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1371","1363","-62356",2014-01-21,"",""
846,"846",-1084,2014-01-21 11:40:17.464131000,"B.144","",2014-01-21 11:40:17.464131000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1371","1364","-62356",2014-01-21,"",""
851,"851",-1084,2014-01-21 11:40:17.464131000,"B.144","",2014-01-21 11:40:17.464131000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1371","1365","-62356",2014-01-21,"",""
854,"854",-1084,2014-01-21 11:40:17.464131000,"B.144","",2014-01-21 11:40:17.464131000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1371","1366","-62356",2014-01-21,"",""
857,"857",-1084,2014-01-21 11:40:17.464131000,"B.144","",2014-01-21 11:40:17.464131000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1371","1367","-62356",2014-01-21,"",""
861,"861",-1084,2014-01-21 11:40:17.464131000,"B.144","",2014-01-21 11:40:17.464131000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1371","1368","-62356",2014-01-21,"",""
864,"864",-1084,2014-01-21 11:40:17.464131000,"B.144","",2014-01-21 11:40:17.464131000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1371","1369","-62356",2014-01-21,"",""
867,"867",-1084,2014-01-21 11:40:17.464131000,"B.144","",2014-01-21 11:40:17.464131000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1371","1370","-62356",2014-01-21,"",""
934,"934",-1084,2014-01-21 11:40:17.763407000,"B.144","",2014-01-21 11:40:17.763407000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1308","1303","-62356",2014-01-21,"",""
936,"936",-1084,2014-01-21 11:40:17.763407000,"B.144","",2014-01-21 11:40:17.763407000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1308","1307","-62356",2014-01-21,"",""
1076,"1043",-1084,2014-03-10 11:45:10.913637000,"B.392","",2014-03-10 11:45:10.913637000,"CHaegele",3000-01-01 00:00:00.000000000,"",2014-01-01,3000-01-01,"2309","2324","-62356",2014-03-10,"",""
1077,"1044",-1084,2014-03-10 11:45:10.913637000,"B.392","",2014-03-10 11:45:10.913637000,"CHaegele",3000-01-01 00:00:00.000000000,"",2014-01-01,3000-01-01,"2309","2325","-62356",2014-03-10,"",""
1078,"1045",-1084,2014-03-10 11:45:10.913637000,"B.392","",2014-03-10 11:45:10.913637000,"CHaegele",3000-01-01 00:00:00.000000000,"",2014-01-01,3000-01-01,"2309","2326","-62356",2014-03-10,"",""
1079,"1046",-1084,2014-03-10 11:45:10.913637000,"B.392","",2014-03-10 11:45:10.913637000,"CHaegele",3000-01-01 00:00:00.000000000,"",2014-01-01,3000-01-01,"2309","2327","-62356",2014-03-10,"",""
1080,"1047",-1084,2014-03-10 11:45:10.913637000,"B.392","",2014-03-10 11:45:10.913637000,"CHaegele",3000-01-01 00:00:00.000000000,"",2014-01-01,3000-01-01,"2309","2328","-62356",2014-03-10,"",""
1081,"1048",-1084,2014-03-10 11:45:10.913637000,"B.392","",2014-03-10 11:45:10.913637000,"CHaegele",3000-01-01 00:00:00.000000000,"",2014-01-01,3000-01-01,"2309","2329","-62356",2014-03-10,"",""
1082,"1049",-1084,2014-03-10 11:45:10.913637000,"B.392","",2014-03-10 11:45:10.913637000,"CHaegele",3000-01-01 00:00:00.000000000,"",2014-01-01,3000-01-01,"2309","2330","-62356",2014-03-10,"",""
1083,"1050",-1084,2014-03-10 11:45:10.913637000,"B.392","",2014-03-10 11:45:10.913637000,"CHaegele",3000-01-01 00:00:00.000000000,"",2014-01-01,3000-01-01,"2309","2331","-62356",2014-03-10,"",""
1084,"1051",-1084,2014-03-10 11:45:10.913637000,"B.392","",2014-03-10 11:45:10.913637000,"CHaegele",3000-01-01 00:00:00.000000000,"",2014-01-01,3000-01-01,"2309","2332","-62356",2014-03-10,"",""
1085,"1052",-1084,2014-03-10 11:45:10.913637000,"B.392","",2014-03-10 11:45:10.913637000,"CHaegele",3000-01-01 00:00:00.000000000,"",2014-01-01,3000-01-01,"2309","2333","-62356",2014-03-10,"",""
1086,"1053",-1084,2014-03-10 11:45:10.913637000,"B.392","",2014-03-10 11:45:10.913637000,"CHaegele",3000-01-01 00:00:00.000000000,"",2014-01-01,3000-01-01,"2309","2334","-62356",2014-03-10,"",""
1087,"1054",-1084,2014-03-10 11:45:10.913637000,"B.392","",2014-03-10 11:45:10.913637000,"CHaegele",3000-01-01 00:00:00.000000000,"",2014-01-01,3000-01-01,"2309","2335","-62356",2014-03-10,"",""
1088,"1055",-1084,2014-03-10 11:45:10.913637000,"B.392","",2014-03-10 11:45:10.913637000,"CHaegele",3000-01-01 00:00:00.000000000,"",2014-01-01,3000-01-01,"2309","2336","-62356",2014-03-10,"",""
1089,"1056",-1084,2014-03-10 11:45:10.913637000,"B.392","",2014-03-10 11:45:10.913637000,"CHaegele",3000-01-01 00:00:00.000000000,"",2014-01-01,3000-01-01,"2309","2337","-62356",2014-03-10,"",""
1090,"1057",-1084,2014-03-10 11:45:10.913637000,"B.392","",2014-03-10 11:45:10.913637000,"CHaegele",3000-01-01 00:00:00.000000000,"",2014-01-01,3000-01-01,"2309","2338","-62356",2014-03-10,"",""
1091,"1058",-1084,2014-03-10 11:45:10.913637000,"B.392","",2014-03-10 11:45:10.913637000,"CHaegele",3000-01-01 00:00:00.000000000,"",2014-01-01,3000-01-01,"2309","2339","-62356",2014-03-10,"",""
1092,"1059",-1084,2014-03-10 11:45:10.913637000,"B.392","",2014-03-10 11:45:10.913637000,"CHaegele",3000-01-01 00:00:00.000000000,"",2014-01-01,3000-01-01,"2309","2340","-62356",2014-03-10,"",""
1093,"1060",-1084,2014-03-10 11:45:10.913637000,"B.392","",2014-03-10 11:45:10.913637000,"CHaegele",3000-01-01 00:00:00.000000000,"",2014-01-01,3000-01-01,"2309","2341","-62356",2014-03-10,"",""
1094,"1061",-1084,2014-03-10 11:45:10.913637000,"B.392","",2014-03-10 11:45:10.913637000,"CHaegele",3000-01-01 00:00:00.000000000,"",2014-01-01,3000-01-01,"2309","2342","-62356",2014-03-10,"",""
1095,"1062",-1084,2014-03-10 11:45:10.913637000,"B.392","",2014-03-10 11:45:10.913637000,"CHaegele",3000-01-01 00:00:00.000000000,"",2014-01-01,3000-01-01,"2309","2343","-62356",2014-03-10,"",""
1121,"1101",-1084,2014-05-09 07:44:23.770015000,"B.601","",2014-05-09 07:44:23.770015000,"SWangler",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"2762","2882","-62356",2014-05-09,"",""
1122,"1102",-1084,2014-05-09 07:44:23.770015000,"B.601","",2014-05-09 07:44:23.770015000,"SWangler",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"2762","2584","-62356",2014-05-09,"",""
1123,"1103",-1084,2014-05-14 16:25:11.768914000,"B.601","",2014-05-09 07:44:24.638638000,"SWangler",2014-05-14 16:25:11.768914000,"SWangler",2005-01-01,3000-01-01,"2533","2620","-62356",2014-05-09,"",""
1124,"1104",-1084,2014-05-09 07:44:25.342211000,"B.601","",2014-05-09 07:44:25.342211000,"SWangler",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"2761","2837","-62356",2014-05-09,"",""
1129,"1109",-1084,2014-05-14 16:25:56.291529000,"B.601","",2014-05-09 07:44:29.008276000,"SWangler",2014-05-14 16:25:56.291529000,"SWangler",2010-11-01,3000-01-01,"2661","2475","-62356",2014-05-09,"",""
1130,"1110",-1084,2014-05-09 07:44:30.408350000,"B.601","",2014-05-09 07:44:30.408350000,"SWangler",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"2565","2762","-62356",2014-05-09,"",""
1135,"1115",-1084,2014-05-09 07:44:36.352386000,"B.601","",2014-05-09 07:44:36.352386000,"SWangler",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"2837","2545","-62356",2014-05-09,"",""
1136,"1116",-1084,2014-05-09 07:44:36.352386000,"B.601","",2014-05-09 07:44:36.352386000,"SWangler",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"2837","2630","-62356",2014-05-09,"",""
1137,"1117",-1084,2014-05-14 16:25:44.050116000,"B.601","",2014-05-09 07:44:36.482625000,"SWangler",2014-05-14 16:25:44.050116000,"SWangler",2005-01-01,3000-01-01,"2858","2550","-62356",2014-05-09,"",""
1143,"1123",-1084,2014-05-09 07:44:38.515950000,"B.601","",2014-05-09 07:44:38.515950000,"SWangler",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"2806","2808","-62356",2014-05-09,"",""
1189,"1125",-1084,2014-05-14 16:25:28.415913000,"B.644","",2014-05-14 16:25:28.415913000,"SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,2012-05-14,"2576","2562","-62356",2014-05-14,"",""
1193,"1120",-1084,2014-05-14 16:25:46.593813000,"B.644","",2014-05-14 16:25:46.593813000,"SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,"2860","2463","-62356",2014-05-14,"",""
1194,"1121",-1084,2014-05-14 16:25:46.593813000,"B.644","",2014-05-14 16:25:46.593813000,"SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,"2860","2700","-62356",2014-05-14,"",""
1195,"1114",-1084,2014-05-14 16:25:48.971592000,"B.644","",2014-05-14 16:25:48.971592000,"SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,"2822","2656","-62356",2014-05-14,"",""
1196,"1105",-1084,2014-05-14 16:25:49.844335000,"B.644","",2014-05-14 16:25:49.844335000,"SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,"2466","2635","-62356",2014-05-14,"",""
