"PKEY","BOID","METABO","LASTUPDATE","PROCESSID","ROWCOMMENT","CREATED","CREATEDUSER","REPLACED","REPLACEDUSER","GUELTAB","GUELTBIS","ITSTARIFGRPPARENT","ITSTARIFGRPCHILD","EINAUSSCHLUSS","TIMESEG","ARCHIVETAG","MDBID"
424,"424",-1084,2014-01-21 11:40:15.509666000,"B.144","",2014-01-21 11:40:15.509666000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1679","1617","-62356",2014-01-21,"",""
426,"426",-1084,2014-01-21 11:40:15.509666000,"B.144","",2014-01-21 11:40:15.509666000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1679","1622","-62356",2014-01-21,"",""
428,"428",-1084,2014-01-21 11:40:15.509666000,"B.144","",2014-01-21 11:40:15.509666000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1679","1630","-62356",2014-01-21,"",""
430,"430",-1084,2014-01-21 11:40:15.509666000,"B.144","",2014-01-21 11:40:15.509666000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1679","1638","-62356",2014-01-21,"",""
432,"432",-1084,2014-01-21 11:40:15.509666000,"B.144","",2014-01-21 11:40:15.509666000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1679","1644","-62356",2014-01-21,"",""
434,"434",-1084,2014-01-21 11:40:15.509666000,"B.144","",2014-01-21 11:40:15.509666000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1679","1652","-62356",2014-01-21,"",""
436,"436",-1084,2014-01-21 11:40:15.509666000,"B.144","",2014-01-21 11:40:15.509666000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1679","1657","-62356",2014-01-21,"",""
438,"438",-1084,2014-01-21 11:40:15.509666000,"B.144","",2014-01-21 11:40:15.509666000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1679","1663","-62356",2014-01-21,"",""
440,"440",-1084,2014-01-21 11:40:15.509666000,"B.144","",2014-01-21 11:40:15.509666000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1679","1668","-62356",2014-01-21,"",""
463,"463",-1084,2014-01-21 11:40:15.625200000,"B.144","",2014-01-21 11:40:15.625200000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1534","1527","-62356",2014-01-21,"",""
465,"465",-1084,2014-01-21 11:40:15.625200000,"B.144","",2014-01-21 11:40:15.625200000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1534","1531","-62356",2014-01-21,"",""
464,"464",-1084,2014-01-21 11:40:15.707643000,"B.144","",2014-01-21 11:40:15.707643000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1442","1684","-62356",2014-01-21,"",""
466,"466",-1084,2014-01-21 11:40:15.707643000,"B.144","",2014-01-21 11:40:15.707643000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1442","1693","-62356",2014-01-21,"",""
468,"468",-1084,2014-01-21 11:40:15.647337000,"B.144","",2014-01-21 11:40:15.647337000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1421","1417","-62356",2014-01-21,"",""
471,"471",-1084,2014-01-21 11:40:15.647337000,"B.144","",2014-01-21 11:40:15.647337000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1421","1418","-62356",2014-01-21,"",""
475,"475",-1084,2014-01-21 11:40:15.647337000,"B.144","",2014-01-21 11:40:15.647337000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1421","1419","-62356",2014-01-21,"",""
477,"477",-1084,2014-01-21 11:40:15.647337000,"B.144","",2014-01-21 11:40:15.647337000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1421","1420","-62356",2014-01-21,"",""
469,"469",-1084,2014-01-21 11:40:15.707643000,"B.144","",2014-01-21 11:40:15.707643000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1442","1697","-62356",2014-01-21,"",""
472,"472",-1084,2014-01-21 11:40:15.707643000,"B.144","",2014-01-21 11:40:15.707643000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1442","1707","-62356",2014-01-21,"",""
474,"474",-1084,2014-01-21 11:40:15.707643000,"B.144","",2014-01-21 11:40:15.707643000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1442","1715","-62356",2014-01-21,"",""
476,"476",-1084,2014-01-21 11:40:15.707643000,"B.144","",2014-01-21 11:40:15.707643000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1442","1721","-62356",2014-01-21,"",""
481,"481",-1084,2014-01-21 11:40:15.707643000,"B.144","",2014-01-21 11:40:15.707643000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1442","1730","-62356",2014-01-21,"",""
484,"484",-1084,2014-01-21 11:40:15.707643000,"B.144","",2014-01-21 11:40:15.707643000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1442","1738","-62356",2014-01-21,"",""
485,"485",-1084,2014-01-21 11:40:15.707643000,"B.144","",2014-01-21 11:40:15.707643000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1442","1748","-62356",2014-01-21,"",""
487,"487",-1084,2014-01-21 11:40:15.707643000,"B.144","",2014-01-21 11:40:15.707643000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1442","1758","-62356",2014-01-21,"",""
489,"489",-1084,2014-01-21 11:40:15.707643000,"B.144","",2014-01-21 11:40:15.707643000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1442","1765","-62356",2014-01-21,"",""
490,"490",-1084,2014-01-21 11:40:15.707643000,"B.144","",2014-01-21 11:40:15.707643000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1442","1771","-62356",2014-01-21,"",""
491,"491",-1084,2014-01-21 11:40:15.707643000,"B.144","",2014-01-21 11:40:15.707643000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1442","1778","-62356",2014-01-21,"",""
494,"494",-1084,2014-01-21 11:40:15.707643000,"B.144","",2014-01-21 11:40:15.707643000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1442","1785","-62356",2014-01-21,"",""
495,"495",-1084,2014-01-21 11:40:15.707643000,"B.144","",2014-01-21 11:40:15.707643000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1442","1791","-62356",2014-01-21,"",""
499,"499",-1084,2014-01-21 11:40:15.707643000,"B.144","",2014-01-21 11:40:15.707643000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1442","1440","-62356",2014-01-21,"",""
498,"498",-1084,2014-01-21 11:40:15.726879000,"B.144","",2014-01-21 11:40:15.726879000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1427","1422","-62356",2014-01-21,"",""
502,"502",-1084,2014-01-21 11:40:15.726879000,"B.144","",2014-01-21 11:40:15.726879000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1427","1423","-62356",2014-01-21,"",""
504,"504",-1084,2014-01-21 11:40:15.726879000,"B.144","",2014-01-21 11:40:15.726879000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1427","1424","-62356",2014-01-21,"",""
506,"506",-1084,2014-01-21 11:40:15.726879000,"B.144","",2014-01-21 11:40:15.726879000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1427","1425","-62356",2014-01-21,"",""
508,"508",-1084,2014-01-21 11:40:15.726879000,"B.144","",2014-01-21 11:40:15.726879000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1427","1426","-62356",2014-01-21,"",""
514,"514",-1084,2014-01-21 11:40:15.757110000,"B.144","",2014-01-21 11:40:15.757110000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1526","1530","-62356",2014-01-21,"",""
516,"516",-1084,2014-01-21 11:40:15.757110000,"B.144","",2014-01-21 11:40:15.757110000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1526","1535","-62356",2014-01-21,"",""
517,"517",-1084,2014-01-21 11:40:15.757110000,"B.144","",2014-01-21 11:40:15.757110000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1526","1542","-62356",2014-01-21,"",""
518,"518",-1084,2014-01-21 11:40:15.757110000,"B.144","",2014-01-21 11:40:15.757110000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1526","1547","-62356",2014-01-21,"",""
520,"520",-1084,2014-01-21 11:40:15.799706000,"B.144","",2014-01-21 11:40:15.799706000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1486","1477","-62356",2014-01-21,"",""
522,"522",-1084,2014-01-21 11:40:15.799706000,"B.144","",2014-01-21 11:40:15.799706000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1486","1479","-62356",2014-01-21,"",""
523,"523",-1084,2014-01-21 11:40:15.799706000,"B.144","",2014-01-21 11:40:15.799706000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1486","1482","-62356",2014-01-21,"",""
527,"527",-1084,2014-01-21 11:40:15.832357000,"B.144","",2014-01-21 11:40:15.832357000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1631","1619","-62356",2014-01-21,"",""
530,"530",-1084,2014-01-21 11:40:15.832357000,"B.144","",2014-01-21 11:40:15.832357000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1631","1623","-62356",2014-01-21,"",""
528,"528",-1084,2014-01-21 11:40:15.839096000,"B.144","",2014-01-21 11:40:15.839096000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1511","1446","-62356",2014-01-21,"",""
531,"531",-1084,2014-01-21 11:40:15.839096000,"B.144","",2014-01-21 11:40:15.839096000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1511","1459","-62356",2014-01-21,"",""
532,"532",-1084,2014-01-21 11:40:15.839096000,"B.144","",2014-01-21 11:40:15.839096000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1511","1506","-62356",2014-01-21,"",""
538,"538",-1084,2014-01-21 11:40:15.968740000,"B.144","",2014-01-21 11:40:15.968740000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1488","1485","-62356",2014-01-21,"",""
541,"541",-1084,2014-01-21 11:40:15.968740000,"B.144","",2014-01-21 11:40:15.968740000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1488","1478","-62356",2014-01-21,"",""
544,"544",-1084,2014-01-21 11:40:15.968740000,"B.144","",2014-01-21 11:40:15.968740000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1488","1481","-62356",2014-01-21,"",""
547,"547",-1084,2014-01-21 11:40:15.968740000,"B.144","",2014-01-21 11:40:15.968740000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1488","1484","-62356",2014-01-21,"",""
558,"558",-1084,2014-01-21 11:40:16.024741000,"B.144","",2014-01-21 11:40:16.024741000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1722","1694","-62356",2014-01-21,"",""
560,"560",-1084,2014-01-21 11:40:16.024741000,"B.144","",2014-01-21 11:40:16.024741000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1722","1701","-62356",2014-01-21,"",""
562,"562",-1084,2014-01-21 11:40:16.024741000,"B.144","",2014-01-21 11:40:16.024741000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1722","1706","-62356",2014-01-21,"",""
563,"563",-1084,2014-01-21 11:40:16.024741000,"B.144","",2014-01-21 11:40:16.024741000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1722","1714","-62356",2014-01-21,"",""
574,"574",-1084,2014-01-21 11:40:16.062356000,"B.144","",2014-01-21 11:40:16.062356000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1538","1528","-62356",2014-01-21,"",""
578,"578",-1084,2014-01-21 11:40:16.062356000,"B.144","",2014-01-21 11:40:16.062356000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1538","1533","-62356",2014-01-21,"",""
565,"565",-1084,2014-01-21 11:40:16.068409000,"B.144","",2014-01-21 11:40:16.068409000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1505","1494","-62356",2014-01-21,"",""
567,"567",-1084,2014-01-21 11:40:16.068409000,"B.144","",2014-01-21 11:40:16.068409000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1505","1498","-62356",2014-01-21,"",""
569,"569",-1084,2014-01-21 11:40:16.068409000,"B.144","",2014-01-21 11:40:16.068409000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1505","1510","-62356",2014-01-21,"",""
571,"571",-1084,2014-01-21 11:40:16.068409000,"B.144","",2014-01-21 11:40:16.068409000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1505","1523","-62356",2014-01-21,"",""
573,"573",-1084,2014-01-21 11:40:16.068409000,"B.144","",2014-01-21 11:40:16.068409000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1505","1538","-62356",2014-01-21,"",""
577,"577",-1084,2014-01-21 11:40:16.068409000,"B.144","",2014-01-21 11:40:16.068409000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1505","1488","-62356",2014-01-21,"",""
581,"581",-1084,2014-01-21 11:40:16.068409000,"B.144","",2014-01-21 11:40:16.068409000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1505","1501","-62356",2014-01-21,"",""
587,"587",-1084,2014-01-21 11:40:16.105004000,"B.144","",2014-01-21 11:40:16.105004000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1409","1404","-62356",2014-01-21,"",""
588,"588",-1084,2014-01-21 11:40:16.105004000,"B.144","",2014-01-21 11:40:16.105004000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1409","1408","-62356",2014-01-21,"",""
602,"602",-1084,2014-01-21 11:40:16.243768000,"B.144","",2014-01-21 11:40:16.243768000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1573","1496","-62356",2014-01-21,"",""
604,"604",-1084,2014-01-21 11:40:16.243768000,"B.144","",2014-01-21 11:40:16.243768000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1573","1513","-62356",2014-01-21,"",""
605,"605",-1084,2014-01-21 11:40:16.243768000,"B.144","",2014-01-21 11:40:16.243768000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1573","1534","-62356",2014-01-21,"",""
606,"606",-1084,2014-01-21 11:40:16.243768000,"B.144","",2014-01-21 11:40:16.243768000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1573","1564","-62356",2014-01-21,"",""
607,"607",-1084,2014-01-21 11:40:16.243768000,"B.144","",2014-01-21 11:40:16.243768000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1573","1525","-62356",2014-01-21,"",""
608,"608",-1084,2014-01-21 11:40:16.243768000,"B.144","",2014-01-21 11:40:16.243768000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1573","1526","-62356",2014-01-21,"",""
374,"374",-1084,2014-01-21 11:40:15.161619000,"B.144","",2014-01-21 11:40:15.161619000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1711","1673","-62356",2014-01-21,"",""
376,"376",-1084,2014-01-21 11:40:15.161619000,"B.144","",2014-01-21 11:40:15.161619000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1711","1669","-62356",2014-01-21,"",""
378,"378",-1084,2014-01-21 11:40:15.161619000,"B.144","",2014-01-21 11:40:15.161619000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1711","1674","-62356",2014-01-21,"",""
379,"379",-1084,2014-01-21 11:40:15.161619000,"B.144","",2014-01-21 11:40:15.161619000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1711","1681","-62356",2014-01-21,"",""
380,"380",-1084,2014-01-21 11:40:15.161619000,"B.144","",2014-01-21 11:40:15.161619000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1711","1688","-62356",2014-01-21,"",""
382,"382",-1084,2014-01-21 11:40:15.161619000,"B.144","",2014-01-21 11:40:15.161619000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1711","1695","-62356",2014-01-21,"",""
384,"384",-1084,2014-01-21 11:40:15.161619000,"B.144","",2014-01-21 11:40:15.161619000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1711","1703","-62356",2014-01-21,"",""
609,"609",-1084,2014-01-21 11:40:16.243768000,"B.144","",2014-01-21 11:40:16.243768000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1573","1563","-62356",2014-01-21,"",""
611,"611",-1084,2014-01-21 11:40:16.243768000,"B.144","",2014-01-21 11:40:16.243768000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1573","1568","-62356",2014-01-21,"",""
610,"610",-1084,2014-01-21 11:40:16.246079000,"B.144","",2014-01-21 11:40:16.246079000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1656","1650","-62356",2014-01-21,"",""
616,"616",-1084,2014-01-21 11:40:16.336499000,"B.144","",2014-01-21 11:40:16.336499000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1655","1645","-62356",2014-01-21,"",""
620,"620",-1084,2014-01-21 11:40:16.336499000,"B.144","",2014-01-21 11:40:16.336499000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1655","1651","-62356",2014-01-21,"",""
622,"622",-1084,2014-01-21 11:40:16.349024000,"B.144","",2014-01-21 11:40:16.349024000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1302","1286","-62356",2014-01-21,"",""
624,"624",-1084,2014-01-21 11:40:16.349024000,"B.144","",2014-01-21 11:40:16.349024000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1302","1289","-62356",2014-01-21,"",""
626,"626",-1084,2014-01-21 11:40:16.349024000,"B.144","",2014-01-21 11:40:16.349024000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1302","1301","-62356",2014-01-21,"",""
612,"612",-1084,2014-01-21 11:40:16.388857000,"B.144","",2014-01-21 11:40:16.388857000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1672","1616","-62356",2014-01-21,"",""
614,"614",-1084,2014-01-21 11:40:16.388857000,"B.144","",2014-01-21 11:40:16.388857000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1672","1624","-62356",2014-01-21,"",""
618,"618",-1084,2014-01-21 11:40:16.388857000,"B.144","",2014-01-21 11:40:16.388857000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1672","1628","-62356",2014-01-21,"",""
621,"621",-1084,2014-01-21 11:40:16.388857000,"B.144","",2014-01-21 11:40:16.388857000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1672","1635","-62356",2014-01-21,"",""
625,"625",-1084,2014-01-21 11:40:16.388857000,"B.144","",2014-01-21 11:40:16.388857000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1672","1643","-62356",2014-01-21,"",""
627,"627",-1084,2014-01-21 11:40:16.388857000,"B.144","",2014-01-21 11:40:16.388857000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1672","1656","-62356",2014-01-21,"",""
628,"628",-1084,2014-01-21 11:40:16.388857000,"B.144","",2014-01-21 11:40:16.388857000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1672","1664","-62356",2014-01-21,"",""
636,"636",-1084,2014-01-21 11:40:16.412966000,"B.144","",2014-01-21 11:40:16.412966000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1307","1304","-62356",2014-01-21,"",""
638,"638",-1084,2014-01-21 11:40:16.412966000,"B.144","",2014-01-21 11:40:16.412966000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1307","1305","-62356",2014-01-21,"",""
640,"640",-1084,2014-01-21 11:40:16.412966000,"B.144","",2014-01-21 11:40:16.412966000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1307","1306","-62356",2014-01-21,"",""
642,"642",-1084,2014-01-21 11:40:16.472822000,"B.144","",2014-01-21 11:40:16.472822000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1567","1745","-62356",2014-01-21,"",""
643,"643",-1084,2014-01-21 11:40:16.472822000,"B.144","",2014-01-21 11:40:16.472822000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1567","1549","-62356",2014-01-21,"",""
644,"644",-1084,2014-01-21 11:40:16.472822000,"B.144","",2014-01-21 11:40:16.472822000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1567","1557","-62356",2014-01-21,"",""
645,"645",-1084,2014-01-21 11:40:16.472822000,"B.144","",2014-01-21 11:40:16.472822000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1567","1562","-62356",2014-01-21,"",""
654,"654",-1084,2014-01-21 11:40:16.511585000,"B.144","",2014-01-21 11:40:16.511585000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1735","1731","-62356",2014-01-21,"",""
657,"657",-1084,2014-01-21 11:40:16.511585000,"B.144","",2014-01-21 11:40:16.511585000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1735","1710","-62356",2014-01-21,"",""
660,"660",-1084,2014-01-21 11:40:16.511585000,"B.144","",2014-01-21 11:40:16.511585000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1735","1719","-62356",2014-01-21,"",""
662,"662",-1084,2014-01-21 11:40:16.511585000,"B.144","",2014-01-21 11:40:16.511585000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1735","1727","-62356",2014-01-21,"",""
648,"648",-1084,2014-01-21 11:40:16.528459000,"B.144","",2014-01-21 11:40:16.528459000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1336","1325","-62356",2014-01-21,"",""
